Training on: mps
🔄 Resuming from checkpoint: checkpoints_baseline/char_transformer_epoch50.pt
✅ Resumed from epoch 50 (loss 0.2597)
📘 Epoch 105/1000 - Train Loss: 0.0290
📘 Epoch 106/1000 - Train Loss: 0.0297
📘 Epoch 107/1000 - Train Loss: 0.0274
📘 Epoch 108/1000 - Train Loss: 0.0282
📘 Epoch 109/1000 - Train Loss: 0.0267
📘 Epoch 110/1000 - Train Loss: 0.0272
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch110.pt
📘 Epoch 111/1000 - Train Loss: 0.0267
📘 Epoch 112/1000 - Train Loss: 0.0264
📘 Epoch 113/1000 - Train Loss: 0.0253
📘 Epoch 114/1000 - Train Loss: 0.0256
📘 Epoch 115/1000 - Train Loss: 0.0245
📘 Epoch 116/1000 - Train Loss: 0.0250
📘 Epoch 117/1000 - Train Loss: 0.0255
📘 Epoch 118/1000 - Train Loss: 0.0250
📘 Epoch 119/1000 - Train Loss: 0.0243
📘 Epoch 120/1000 - Train Loss: 0.0230
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch120.pt
📘 Epoch 121/1000 - Train Loss: 0.0239
📘 Epoch 122/1000 - Train Loss: 0.0231
📘 Epoch 123/1000 - Train Loss: 0.0225
📘 Epoch 124/1000 - Train Loss: 0.0240
📘 Epoch 125/1000 - Train Loss: 0.0229
📘 Epoch 126/1000 - Train Loss: 0.0230
📘 Epoch 127/1000 - Train Loss: 0.0211
📘 Epoch 128/1000 - Train Loss: 0.0224
📘 Epoch 129/1000 - Train Loss: 0.0209
📘 Epoch 130/1000 - Train Loss: 0.0223
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch130.pt
📘 Epoch 131/1000 - Train Loss: 0.0201
📘 Epoch 132/1000 - Train Loss: 0.0226
📘 Epoch 133/1000 - Train Loss: 0.0220
📘 Epoch 134/1000 - Train Loss: 0.0210
📘 Epoch 135/1000 - Train Loss: 0.0196
📘 Epoch 136/1000 - Train Loss: 0.0196
📘 Epoch 137/1000 - Train Loss: 0.0206
📘 Epoch 138/1000 - Train Loss: 0.0202
📘 Epoch 139/1000 - Train Loss: 0.0196
📘 Epoch 140/1000 - Train Loss: 0.0183
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch140.pt
📘 Epoch 141/1000 - Train Loss: 0.0211
📘 Epoch 142/1000 - Train Loss: 0.0195
📘 Epoch 143/1000 - Train Loss: 0.0204
📘 Epoch 144/1000 - Train Loss: 0.0193
📘 Epoch 145/1000 - Train Loss: 0.0197
📘 Epoch 146/1000 - Train Loss: 0.0180
📘 Epoch 147/1000 - Train Loss: 0.0195
📘 Epoch 148/1000 - Train Loss: 0.0204
📘 Epoch 149/1000 - Train Loss: 0.0177
📘 Epoch 150/1000 - Train Loss: 0.0187
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch150.pt
📘 Epoch 151/1000 - Train Loss: 0.0198
📘 Epoch 152/1000 - Train Loss: 0.0182
📘 Epoch 153/1000 - Train Loss: 0.0183
📘 Epoch 154/1000 - Train Loss: 0.0178
📘 Epoch 155/1000 - Train Loss: 0.0183
📘 Epoch 156/1000 - Train Loss: 0.0183
📘 Epoch 157/1000 - Train Loss: 0.0181
📘 Epoch 158/1000 - Train Loss: 0.0160
📘 Epoch 159/1000 - Train Loss: 0.0184
📘 Epoch 160/1000 - Train Loss: 0.0172
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch160.pt
📘 Epoch 161/1000 - Train Loss: 0.0181
📘 Epoch 162/1000 - Train Loss: 0.0177
📘 Epoch 163/1000 - Train Loss: 0.0169
📘 Epoch 164/1000 - Train Loss: 0.0184
📘 Epoch 165/1000 - Train Loss: 0.0167
📘 Epoch 166/1000 - Train Loss: 0.0191
📘 Epoch 167/1000 - Train Loss: 0.0171
📘 Epoch 168/1000 - Train Loss: 0.0172
📘 Epoch 169/1000 - Train Loss: 0.0172
📘 Epoch 170/1000 - Train Loss: 0.0171
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch170.pt
📘 Epoch 171/1000 - Train Loss: 0.0156
📘 Epoch 172/1000 - Train Loss: 0.0165
📘 Epoch 173/1000 - Train Loss: 0.0161
📘 Epoch 174/1000 - Train Loss: 0.0177
📘 Epoch 175/1000 - Train Loss: 0.0161
📘 Epoch 176/1000 - Train Loss: 0.0166
📘 Epoch 177/1000 - Train Loss: 0.0164
📘 Epoch 178/1000 - Train Loss: 0.0157
📘 Epoch 179/1000 - Train Loss: 0.0151
📘 Epoch 180/1000 - Train Loss: 0.0152
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch180.pt
📘 Epoch 181/1000 - Train Loss: 0.0155
📘 Epoch 182/1000 - Train Loss: 0.0168
📘 Epoch 183/1000 - Train Loss: 0.0158
📘 Epoch 184/1000 - Train Loss: 0.0158
📘 Epoch 185/1000 - Train Loss: 0.0163
📘 Epoch 186/1000 - Train Loss: 0.0145
📘 Epoch 187/1000 - Train Loss: 0.0160
📘 Epoch 188/1000 - Train Loss: 0.0145
📘 Epoch 189/1000 - Train Loss: 0.0149
📘 Epoch 190/1000 - Train Loss: 0.0144
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch190.pt
📘 Epoch 191/1000 - Train Loss: 0.0158
📘 Epoch 192/1000 - Train Loss: 0.0151
📘 Epoch 193/1000 - Train Loss: 0.0147
📘 Epoch 194/1000 - Train Loss: 0.0142
📘 Epoch 195/1000 - Train Loss: 0.0154
📘 Epoch 196/1000 - Train Loss: 0.0146
📘 Epoch 197/1000 - Train Loss: 0.0147
📘 Epoch 198/1000 - Train Loss: 0.0143
📘 Epoch 199/1000 - Train Loss: 0.0150
📘 Epoch 200/1000 - Train Loss: 0.0149
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch200.pt
📘 Epoch 201/1000 - Train Loss: 0.0134
📘 Epoch 202/1000 - Train Loss: 0.0154
📘 Epoch 203/1000 - Train Loss: 0.0137
📘 Epoch 204/1000 - Train Loss: 0.0142
📘 Epoch 205/1000 - Train Loss: 0.0142
📘 Epoch 206/1000 - Train Loss: 0.0140
📘 Epoch 207/1000 - Train Loss: 0.0142
📘 Epoch 208/1000 - Train Loss: 0.0136
📘 Epoch 209/1000 - Train Loss: 0.0145
📘 Epoch 210/1000 - Train Loss: 0.0128
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch210.pt
📘 Epoch 211/1000 - Train Loss: 0.0138
📘 Epoch 212/1000 - Train Loss: 0.0138
📘 Epoch 213/1000 - Train Loss: 0.0129
📘 Epoch 214/1000 - Train Loss: 0.0141
📘 Epoch 215/1000 - Train Loss: 0.0127
📘 Epoch 216/1000 - Train Loss: 0.0136
📘 Epoch 217/1000 - Train Loss: 0.0143
📘 Epoch 218/1000 - Train Loss: 0.0127
📘 Epoch 219/1000 - Train Loss: 0.0141
📘 Epoch 220/1000 - Train Loss: 0.0149
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch220.pt
📘 Epoch 221/1000 - Train Loss: 0.0127
📘 Epoch 222/1000 - Train Loss: 0.0130
📘 Epoch 223/1000 - Train Loss: 0.0122
📘 Epoch 224/1000 - Train Loss: 0.0140
📘 Epoch 225/1000 - Train Loss: 0.0117
📘 Epoch 226/1000 - Train Loss: 0.0124
📘 Epoch 227/1000 - Train Loss: 0.0139
📘 Epoch 228/1000 - Train Loss: 0.0126
📘 Epoch 229/1000 - Train Loss: 0.0134
📘 Epoch 230/1000 - Train Loss: 0.0134
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch230.pt
📘 Epoch 231/1000 - Train Loss: 0.0138
📘 Epoch 232/1000 - Train Loss: 0.0117
📘 Epoch 233/1000 - Train Loss: 0.0124
📘 Epoch 234/1000 - Train Loss: 0.0126
📘 Epoch 235/1000 - Train Loss: 0.0112
📘 Epoch 236/1000 - Train Loss: 0.0125
📘 Epoch 237/1000 - Train Loss: 0.0125
📘 Epoch 238/1000 - Train Loss: 0.0129
📘 Epoch 239/1000 - Train Loss: 0.0117
📘 Epoch 240/1000 - Train Loss: 0.0130
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch240.pt
📘 Epoch 241/1000 - Train Loss: 0.0122
📘 Epoch 242/1000 - Train Loss: 0.0117
📘 Epoch 243/1000 - Train Loss: 0.0118
📘 Epoch 244/1000 - Train Loss: 0.0116
📘 Epoch 245/1000 - Train Loss: 0.0131
📘 Epoch 246/1000 - Train Loss: 0.0126
📘 Epoch 247/1000 - Train Loss: 0.0114
📘 Epoch 248/1000 - Train Loss: 0.0113
📘 Epoch 249/1000 - Train Loss: 0.0113
📘 Epoch 250/1000 - Train Loss: 0.0119
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch250.pt
📘 Epoch 251/1000 - Train Loss: 0.0117
📘 Epoch 252/1000 - Train Loss: 0.0114
📘 Epoch 253/1000 - Train Loss: 0.0111
📘 Epoch 254/1000 - Train Loss: 0.0111
📘 Epoch 255/1000 - Train Loss: 0.0118
📘 Epoch 256/1000 - Train Loss: 0.0119
📘 Epoch 257/1000 - Train Loss: 0.0118
📘 Epoch 258/1000 - Train Loss: 0.0106
📘 Epoch 259/1000 - Train Loss: 0.0119
📘 Epoch 260/1000 - Train Loss: 0.0110
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch260.pt
📘 Epoch 261/1000 - Train Loss: 0.0111
📘 Epoch 262/1000 - Train Loss: 0.0110
📘 Epoch 263/1000 - Train Loss: 0.0113
📘 Epoch 264/1000 - Train Loss: 0.0107
📘 Epoch 265/1000 - Train Loss: 0.0104
📘 Epoch 266/1000 - Train Loss: 0.0115
📘 Epoch 267/1000 - Train Loss: 0.0114
📘 Epoch 268/1000 - Train Loss: 0.0111
📘 Epoch 269/1000 - Train Loss: 0.0113
📘 Epoch 270/1000 - Train Loss: 0.0111
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch270.pt
📘 Epoch 271/1000 - Train Loss: 0.0105
📘 Epoch 272/1000 - Train Loss: 0.0101
📘 Epoch 273/1000 - Train Loss: 0.0104
📘 Epoch 274/1000 - Train Loss: 0.0111
📘 Epoch 275/1000 - Train Loss: 0.0104
📘 Epoch 276/1000 - Train Loss: 0.0099
📘 Epoch 277/1000 - Train Loss: 0.0099
📘 Epoch 278/1000 - Train Loss: 0.0106
📘 Epoch 279/1000 - Train Loss: 0.0103
📘 Epoch 280/1000 - Train Loss: 0.0110
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch280.pt
📘 Epoch 281/1000 - Train Loss: 0.0113
📘 Epoch 282/1000 - Train Loss: 0.0104
📘 Epoch 283/1000 - Train Loss: 0.0107
📘 Epoch 284/1000 - Train Loss: 0.0103
📘 Epoch 285/1000 - Train Loss: 0.0102
📘 Epoch 286/1000 - Train Loss: 0.0115
📘 Epoch 287/1000 - Train Loss: 0.0104
📘 Epoch 288/1000 - Train Loss: 0.0101
📘 Epoch 289/1000 - Train Loss: 0.0098
📘 Epoch 290/1000 - Train Loss: 0.0098
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch290.pt
📘 Epoch 291/1000 - Train Loss: 0.0109
📘 Epoch 292/1000 - Train Loss: 0.0096
📘 Epoch 293/1000 - Train Loss: 0.0111
📘 Epoch 294/1000 - Train Loss: 0.0100
📘 Epoch 295/1000 - Train Loss: 0.0101
📘 Epoch 296/1000 - Train Loss: 0.0105
📘 Epoch 297/1000 - Train Loss: 0.0097
📘 Epoch 298/1000 - Train Loss: 0.0106
📘 Epoch 299/1000 - Train Loss: 0.0103
📘 Epoch 300/1000 - Train Loss: 0.0095
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch300.pt
📘 Epoch 301/1000 - Train Loss: 0.0092
📘 Epoch 302/1000 - Train Loss: 0.0096
📘 Epoch 303/1000 - Train Loss: 0.0107
📘 Epoch 304/1000 - Train Loss: 0.0097
📘 Epoch 305/1000 - Train Loss: 0.0096
📘 Epoch 306/1000 - Train Loss: 0.0102
📘 Epoch 307/1000 - Train Loss: 0.0101
📘 Epoch 308/1000 - Train Loss: 0.0095
📘 Epoch 309/1000 - Train Loss: 0.0106
📘 Epoch 310/1000 - Train Loss: 0.0098
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch310.pt
📘 Epoch 311/1000 - Train Loss: 0.0088
📘 Epoch 312/1000 - Train Loss: 0.0098
📘 Epoch 313/1000 - Train Loss: 0.0093
📘 Epoch 314/1000 - Train Loss: 0.0101
📘 Epoch 315/1000 - Train Loss: 0.0096
📘 Epoch 316/1000 - Train Loss: 0.0087
📘 Epoch 317/1000 - Train Loss: 0.0093
📘 Epoch 318/1000 - Train Loss: 0.0098
📘 Epoch 319/1000 - Train Loss: 0.0088
📘 Epoch 320/1000 - Train Loss: 0.0095
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch320.pt
📘 Epoch 321/1000 - Train Loss: 0.0090
📘 Epoch 322/1000 - Train Loss: 0.0092
📘 Epoch 323/1000 - Train Loss: 0.0096
📘 Epoch 324/1000 - Train Loss: 0.0089
📘 Epoch 325/1000 - Train Loss: 0.0093
📘 Epoch 326/1000 - Train Loss: 0.0106
📘 Epoch 327/1000 - Train Loss: 0.0091
📘 Epoch 328/1000 - Train Loss: 0.0086
📘 Epoch 329/1000 - Train Loss: 0.0102
📘 Epoch 330/1000 - Train Loss: 0.0089
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch330.pt
📘 Epoch 331/1000 - Train Loss: 0.0093
📘 Epoch 332/1000 - Train Loss: 0.0091
📘 Epoch 333/1000 - Train Loss: 0.0086
📘 Epoch 334/1000 - Train Loss: 0.0087
📘 Epoch 335/1000 - Train Loss: 0.0087
📘 Epoch 336/1000 - Train Loss: 0.0091
📘 Epoch 337/1000 - Train Loss: 0.0095
📘 Epoch 338/1000 - Train Loss: 0.0095
📘 Epoch 339/1000 - Train Loss: 0.0089
📘 Epoch 340/1000 - Train Loss: 0.0091
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch340.pt
📘 Epoch 341/1000 - Train Loss: 0.0085
📘 Epoch 342/1000 - Train Loss: 0.0089
📘 Epoch 343/1000 - Train Loss: 0.0093
📘 Epoch 344/1000 - Train Loss: 0.0083
📘 Epoch 345/1000 - Train Loss: 0.0090
📘 Epoch 346/1000 - Train Loss: 0.0086
📘 Epoch 347/1000 - Train Loss: 0.0086
📘 Epoch 348/1000 - Train Loss: 0.0091
📘 Epoch 349/1000 - Train Loss: 0.0089
📘 Epoch 350/1000 - Train Loss: 0.0090
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch350.pt
📘 Epoch 351/1000 - Train Loss: 0.0088
📘 Epoch 352/1000 - Train Loss: 0.0086
📘 Epoch 353/1000 - Train Loss: 0.0082
📘 Epoch 354/1000 - Train Loss: 0.0098
📘 Epoch 355/1000 - Train Loss: 0.0082
📘 Epoch 356/1000 - Train Loss: 0.0094
📘 Epoch 357/1000 - Train Loss: 0.0085
📘 Epoch 358/1000 - Train Loss: 0.0088
📘 Epoch 359/1000 - Train Loss: 0.0085
📘 Epoch 360/1000 - Train Loss: 0.0080
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch360.pt
📘 Epoch 361/1000 - Train Loss: 0.0097
📘 Epoch 362/1000 - Train Loss: 0.0082
📘 Epoch 363/1000 - Train Loss: 0.0084
📘 Epoch 364/1000 - Train Loss: 0.0091
📘 Epoch 365/1000 - Train Loss: 0.0082
📘 Epoch 366/1000 - Train Loss: 0.0088
📘 Epoch 367/1000 - Train Loss: 0.0082
📘 Epoch 368/1000 - Train Loss: 0.0078
📘 Epoch 369/1000 - Train Loss: 0.0084
📘 Epoch 370/1000 - Train Loss: 0.0089
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch370.pt
📘 Epoch 371/1000 - Train Loss: 0.0080
📘 Epoch 372/1000 - Train Loss: 0.0091
📘 Epoch 373/1000 - Train Loss: 0.0088
📘 Epoch 374/1000 - Train Loss: 0.0084
📘 Epoch 375/1000 - Train Loss: 0.0079
📘 Epoch 376/1000 - Train Loss: 0.0086
📘 Epoch 377/1000 - Train Loss: 0.0076
📘 Epoch 378/1000 - Train Loss: 0.0080
📘 Epoch 379/1000 - Train Loss: 0.0086
📘 Epoch 380/1000 - Train Loss: 0.0074
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch380.pt
📘 Epoch 381/1000 - Train Loss: 0.0078
📘 Epoch 382/1000 - Train Loss: 0.0086
📘 Epoch 383/1000 - Train Loss: 0.0083
📘 Epoch 384/1000 - Train Loss: 0.0079
📘 Epoch 385/1000 - Train Loss: 0.0078
📘 Epoch 386/1000 - Train Loss: 0.0080
📘 Epoch 387/1000 - Train Loss: 0.0078
📘 Epoch 388/1000 - Train Loss: 0.0076
📘 Epoch 389/1000 - Train Loss: 0.0081
📘 Epoch 390/1000 - Train Loss: 0.0084
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch390.pt
📘 Epoch 391/1000 - Train Loss: 0.0081
📘 Epoch 392/1000 - Train Loss: 0.0085
📘 Epoch 393/1000 - Train Loss: 0.0079
📘 Epoch 394/1000 - Train Loss: 0.0078
📘 Epoch 395/1000 - Train Loss: 0.0074
📘 Epoch 396/1000 - Train Loss: 0.0079
📘 Epoch 397/1000 - Train Loss: 0.0074
📘 Epoch 398/1000 - Train Loss: 0.0078
📘 Epoch 399/1000 - Train Loss: 0.0071
📘 Epoch 400/1000 - Train Loss: 0.0074
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch400.pt
📘 Epoch 401/1000 - Train Loss: 0.0073
📘 Epoch 402/1000 - Train Loss: 0.0078
📘 Epoch 403/1000 - Train Loss: 0.0064
📘 Epoch 404/1000 - Train Loss: 0.0070
📘 Epoch 405/1000 - Train Loss: 0.0081
📘 Epoch 406/1000 - Train Loss: 0.0078
📘 Epoch 407/1000 - Train Loss: 0.0077
📘 Epoch 408/1000 - Train Loss: 0.0075
📘 Epoch 409/1000 - Train Loss: 0.0074
📘 Epoch 410/1000 - Train Loss: 0.0071
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch410.pt
📘 Epoch 411/1000 - Train Loss: 0.0071
📘 Epoch 412/1000 - Train Loss: 0.0073
📘 Epoch 413/1000 - Train Loss: 0.0079
📘 Epoch 414/1000 - Train Loss: 0.0074
📘 Epoch 415/1000 - Train Loss: 0.0063
📘 Epoch 416/1000 - Train Loss: 0.0080
📘 Epoch 417/1000 - Train Loss: 0.0066
📘 Epoch 418/1000 - Train Loss: 0.0072
📘 Epoch 419/1000 - Train Loss: 0.0069
📘 Epoch 420/1000 - Train Loss: 0.0072
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch420.pt
📘 Epoch 421/1000 - Train Loss: 0.0072
📘 Epoch 422/1000 - Train Loss: 0.0069
📘 Epoch 423/1000 - Train Loss: 0.0069
📘 Epoch 424/1000 - Train Loss: 0.0067
📘 Epoch 425/1000 - Train Loss: 0.0068
📘 Epoch 426/1000 - Train Loss: 0.0069
📘 Epoch 427/1000 - Train Loss: 0.0068
📘 Epoch 428/1000 - Train Loss: 0.0067
📘 Epoch 429/1000 - Train Loss: 0.0071
📘 Epoch 430/1000 - Train Loss: 0.0068
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch430.pt
📘 Epoch 431/1000 - Train Loss: 0.0066
📘 Epoch 432/1000 - Train Loss: 0.0069
📘 Epoch 433/1000 - Train Loss: 0.0064
📘 Epoch 434/1000 - Train Loss: 0.0065
📘 Epoch 435/1000 - Train Loss: 0.0067
📘 Epoch 436/1000 - Train Loss: 0.0067
📘 Epoch 437/1000 - Train Loss: 0.0064
📘 Epoch 438/1000 - Train Loss: 0.0070
📘 Epoch 439/1000 - Train Loss: 0.0063
📘 Epoch 440/1000 - Train Loss: 0.0056
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch440.pt
📘 Epoch 441/1000 - Train Loss: 0.0063
📘 Epoch 442/1000 - Train Loss: 0.0071
📘 Epoch 443/1000 - Train Loss: 0.0062
📘 Epoch 444/1000 - Train Loss: 0.0061
📘 Epoch 445/1000 - Train Loss: 0.0070
📘 Epoch 446/1000 - Train Loss: 0.0064
📘 Epoch 447/1000 - Train Loss: 0.0062
📘 Epoch 448/1000 - Train Loss: 0.0066
📘 Epoch 449/1000 - Train Loss: 0.0060
📘 Epoch 450/1000 - Train Loss: 0.0067
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch450.pt
📘 Epoch 451/1000 - Train Loss: 0.0063
📘 Epoch 452/1000 - Train Loss: 0.0062
📘 Epoch 453/1000 - Train Loss: 0.0067
📘 Epoch 454/1000 - Train Loss: 0.0062
📘 Epoch 455/1000 - Train Loss: 0.0059
📘 Epoch 456/1000 - Train Loss: 0.0069
📘 Epoch 457/1000 - Train Loss: 0.0068
📘 Epoch 458/1000 - Train Loss: 0.0059
📘 Epoch 459/1000 - Train Loss: 0.0059
📘 Epoch 460/1000 - Train Loss: 0.0062
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch460.pt
📘 Epoch 461/1000 - Train Loss: 0.0062
📘 Epoch 462/1000 - Train Loss: 0.0060
📘 Epoch 463/1000 - Train Loss: 0.0063
📘 Epoch 464/1000 - Train Loss: 0.0065
📘 Epoch 465/1000 - Train Loss: 0.0057
📘 Epoch 466/1000 - Train Loss: 0.0060
📘 Epoch 467/1000 - Train Loss: 0.0061
📘 Epoch 468/1000 - Train Loss: 0.0061
📘 Epoch 469/1000 - Train Loss: 0.0060
📘 Epoch 470/1000 - Train Loss: 0.0057
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch470.pt
📘 Epoch 471/1000 - Train Loss: 0.0061
📘 Epoch 472/1000 - Train Loss: 0.0063
📘 Epoch 473/1000 - Train Loss: 0.0052
📘 Epoch 474/1000 - Train Loss: 0.0062
📘 Epoch 475/1000 - Train Loss: 0.0063

Training on: mps
🔄 Resuming from checkpoint: checkpoints_baseline/char_transformer_epoch470.pt
✅ Resumed from epoch 470 (loss 0.0057)
📘 Epoch 471/1000 - Train Loss: 0.0056
📗 Validation - Loss: 0.0004, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 472/1000 - Train Loss: 0.0062
📗 Validation - Loss: 0.0004, Perplexity: 1.00, Token Acc: 99.95%
📘 Epoch 473/1000 - Train Loss: 0.0062
📗 Validation - Loss: 0.0006, Perplexity: 1.00, Token Acc: 99.95%
📘 Epoch 474/1000 - Train Loss: 0.0061
📗 Validation - Loss: 0.0003, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 475/1000 - Train Loss: 0.0061
📗 Validation - Loss: 0.0005, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 476/1000 - Train Loss: 0.0054
📗 Validation - Loss: 0.0002, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 477/1000 - Train Loss: 0.0056
📗 Validation - Loss: 0.0004, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 478/1000 - Train Loss: 0.0063
📗 Validation - Loss: 0.0011, Perplexity: 1.00, Token Acc: 99.94%
📘 Epoch 479/1000 - Train Loss: 0.0063
📗 Validation - Loss: 0.0003, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 480/1000 - Train Loss: 0.0052
📗 Validation - Loss: 0.0006, Perplexity: 1.00, Token Acc: 99.96%
✅ Saved checkpoint: checkpoints_baseline/char_transformer_epoch480.pt
📘 Epoch 481/1000 - Train Loss: 0.0053
📗 Validation - Loss: 0.0004, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 482/1000 - Train Loss: 0.0064
📗 Validation - Loss: 0.0002, Perplexity: 1.00, Token Acc: 99.97%
📘 Epoch 483/1000 - Train Loss: 0.0059
📗 Validation - Loss: 0.0004, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 484/1000 - Train Loss: 0.0052
📗 Validation - Loss: 0.0003, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 485/1000 - Train Loss: 0.0066
📗 Validation - Loss: 0.0005, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 486/1000 - Train Loss: 0.0064
📗 Validation - Loss: 0.0006, Perplexity: 1.00, Token Acc: 99.95%
📘 Epoch 487/1000 - Train Loss: 0.0060
📗 Validation - Loss: 0.0003, Perplexity: 1.00, Token Acc: 99.96%
📘 Epoch 488/1000 - Train Loss: 0.0050
📗 Validation - Loss: 0.0004, Perplexity: 1.00, Token Acc: 99.96%
